,Year,optimal_h,rra,ara
Singapore,2024,3.3100000000000005,5.522724612965655,9.363983600802027e-05
Slovenia,2013,3.92,2.740044829374519,4.27254170865816e-05
Slovenia,2014,3.92,2.564739132327296,3.9096521438293876e-05
Slovenia,2015,3.92,5.25793392803589,0.000102489943113818
Slovenia,2016,3.92,4.434325129480862,8.15371344131734e-05
Slovenia,2017,3.92,3.60824801877867,6.182483132237938e-05
Slovenia,2018,3.92,2.6707092050270465,4.128033731918053e-05
Slovenia,2019,3.92,3.151634437197976,5.155596514619414e-05
Slovenia,2020,3.92,3.8338202604644644,6.706829525101437e-05
Slovenia,2021,3.92,2.7162550339751,4.222816663184387e-05
Slovenia,2022,3.92,3.9100843677309274,6.886542465075777e-05
Slovenia,2023,3.92,2.6370607958028107,4.058364049091894e-05
Slovenia,2024,3.92,0.9142363223241086,9.788901644118066e-06
Sweden,2013,0.75,1.6446930299210454,2.4265007208087062e-05
Sweden,2014,0.75,1.6259214661279198,2.5115179468336838e-05
Sweden,2015,0.75,1.5687675040796754,2.796142022690467e-05
Sweden,2016,0.75,1.5633211003765677,2.8254681196975476e-05
Sweden,2017,0.75,1.5657732059954665,2.8122142813331124e-05
Sweden,2018,0.75,1.5659995800257418,2.810994893535942e-05
Sweden,2019,0.75,1.5468036208776503,2.9169530591401197e-05
Sweden,2020,0.75,1.5672582312287355,2.8042278756797715e-05
Sweden,2021,0.75,1.586941942430781,2.7011696705402408e-05
Sweden,2022,0.75,1.529293683245122,3.0182992540831835e-05
Sweden,2023,0.75,1.5229774430887513,3.056008566863378e-05
Sweden,2024,0.75,1.5252700511809159,3.0422489622090238e-05
Uruguay,2013,-1.08,-1.2936622200507004,-7.240294962945833e-06
Uruguay,2014,-1.08,-8.851305277757625,-1.965218070546351e-05
Uruguay,2015,-1.08,-9.621954151490893,-2.0522769183628504e-05
Uruguay,2016,-1.08,-9.834999569817754,-2.075746894333528e-05
Uruguay,2017,-1.08,-10.050468556488939,-2.0992365441507704e-05
Uruguay,2018,-1.08,-9.694730252271018,-2.0603220746452763e-05
Uruguay,2019,-1.08,-9.345643496214413,-2.0214619763648567e-05
Uruguay,2020,-1.08,-5.008625149177397,-1.4622135374023094e-05
Uruguay,2021,-1.08,-3.8979442194639113,-1.2837351810386444e-05
Uruguay,2022,-1.08,-9.731433403021017,-2.064368471492441e-05
Uruguay,2023,-1.08,-12.446909142667543,-2.345767931948093e-05
Uruguay,2024,-1.08,-15.031285302303822,-2.5871881274865173e-05
United States,2013,1.9800000000000004,2.4178269645872223,4.920908840663123e-05
United States,2014,1.9800000000000004,2.372818773165615,4.737590095378804e-05
United States,2015,1.9800000000000004,2.2866862804989516,4.396568063920145e-05
United States,2016,1.9800000000000004,2.276484326144924,4.357027756262968e-05
United States,2017,1.9800000000000004,2.2512281944685313,4.2599171783884436e-05
United States,2018,1.9800000000000004,1.7035860978520052,2.4256032887304323e-05
United States,2019,1.9800000000000004,1.681900545576907,2.3636255425365095e-05
United States,2020,1.9800000000000004,1.7457177741170529,2.548333098833553e-05
United States,2021,1.9800000000000004,1.659878860773641,2.3015161413982057e-05
United States,2022,1.9800000000000004,1.6338744720196494,2.2292494001376758e-05
United States,2023,1.9800000000000004,1.629586582467316,2.2174450850857175e-05
United States,2024,1.9800000000000004,1.6010388545990786,2.139661597807935e-05
