STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,CIVIL_STATUS,Civil status
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NZL,New Zealand,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,33,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NZL,New Zealand,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2024,,33,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2000,,55.053191,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2001,,55.053191,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2002,,55.053191,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2003,,55.053191,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2004,,55.144652,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2005,,43.236074,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2006,,51.279788,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2007,,51.06383,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2008,,51.06383,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2009,,51.06383,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2010,,51.06383,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2011,,51.193634,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2012,,51.193634,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2013,,51.150442,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2014,,50.619469,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2015,,50.619469,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2016,,42.389381,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2017,,42.132743,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2018,,42.035398,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2019,,41.946903,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2020,,41.895483,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2021,,49.911504,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2022,,49.911504,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,49.911504,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,NOR,Norway,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2024,,49.911504,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,POL,Poland,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2000,,40.480231,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,POL,Poland,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2001,,40.480231,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(2.1),Labour taxation – OECD comparative country indicators,I,POL,Poland,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2002,,40.480231,,2,Two,0,Units,A,Normal value,_Z,Not applicable
